Record ID;Data de criação;Data da última modificação;Data da última atividade;Data de fechamento;Etapa do negócio;Valor;Valor do contrato anual;Receita anual recorrente;Valor total do contrato;Valor previsto;Valor na moeda da empresa;Valor do negócio projetado na moeda local;Valor do negócio projetado;Motivo de fechamento perdido;Data da próxima atividade;Nome da empresa;Nome do negócio completo;Setor;ultima_etapa;Nome do negócio;Cliente;agendamento;diag;proposta;contrato;cliente
10766607698;2022-11-01T09:16:00Z;2023-07-19T14:59:00Z;2023-03-24T10:16:00Z;NA;Agendamentos (MQL);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;JUSSARA LATICINEOS; Jussara Laticineos;Alimentos e bebidas;Agendamento_Aceito;Jussara Laticineos - Retomada;Nao;NA;NA;NA;NA;NA
10677021007;2022-10-24T16:35:00Z;2023-04-03T09:34:00Z;2022-11-10T14:18:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Desinteresse/Declinou; Financeiro";NA;ACCOR;Accor;Hotelaria;Agendamento_Aceito;Accor;Nao;NA;NA;NA;NA;NA
10630221896;2022-10-20T09:43:00Z;2023-04-03T09:41:00Z;2022-10-20T10:19:00Z;2022-10-31T09:41:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Financeiro; Não é ICP";NA;WILEY;Wiley;Publicação;Agendamentos;Wiley;Nao;NA;NA;NA;NA;NA
10619139943;2022-10-19T16:16:00Z;2023-06-26T10:51:00Z;2022-10-26T15:00:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Maturação; Nós Declinamos";NA;NESTLE;Nestlé;Alimentos e bebidas;Agendamento_Aceito;Nestlé;Nao;NA;NA;NA;NA;NA
10615749476;2022-10-18T10:43:00Z;2023-04-03T09:41:00Z;2022-11-22T14:00:00Z;2022-10-31T10:42:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Não é ICP;NA;SPRAY-TEC;SPRAYTEC;NA;Agendamentos;SPRAYTEC;Nao;NA;NA;NA;NA;NA
10590690171;2022-10-17T09:55:00Z;2023-07-20T11:28:00Z;2022-11-08T11:30:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Não é ICP;NA;ZEN SA;Zensa;Automotivo;Agendamento_Aceito;Zensa;Nao;NA;NA;NA;NA;NA
10358562966;2022-09-29T15:53:00Z;2023-07-04T16:55:00Z;2023-03-16T09:34:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Timing; Maturação";NA;NEW HOLLAND;New Holland - Construction;Maquinário;Diagnostico;New Holland - Construction;Nao;NA;NA;NA;NA;NA
10289777579;2022-09-23T18:05:00Z;2023-03-13T15:03:00Z;2023-02-28T12:00:00Z;2022-11-24T12:07:00Z;Cliente;361995,96;NA;NA;NA;361995,96;361995,96;361995,96;361995,96;NA;NA;COCAMAR;Cocamar - Retomada;Produção de alimentos;Cliente;Cocamar - Retomada;Sim;23/09/22;04/10/22;07/10/22;23/11/22;24/11/22
10282208687;2022-09-22T21:56:00Z;2023-04-03T09:33:00Z;2022-10-11T10:47:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Timing; Desinteresse/Declinou";NA;KUAISHOU;Kuaishou;Software de computador;Agendamento_Aceito;Kuaishou;Nao;NA;NA;NA;NA;NA
10277598247;2022-09-22T15:04:00Z;2023-07-20T11:48:00Z;2023-05-10T15:28:00Z;NA;Agendamentos (MQL);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ENEL X; Enel X;Serviços de utilidade pública;Agendamento_Aceito;Enel X ;Nao;NA;NA;NA;NA;NA
10268226307;2022-09-21T17:25:00Z;2023-07-19T15:26:00Z;2022-09-23T11:31:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Sumiu; Timing";NA;CNPBRASIL;CNN Brasil;NA;Agendamento_Aceito;CNN Brasil;Nao;NA;NA;NA;NA;NA
10239355748;2022-09-19T15:09:00Z;2023-04-03T09:33:00Z;2022-10-13T17:24:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Maturação; Saiu da Empresa";NA;NISSAN;Nissan;Automotivo;Agendamento_Aceito;Nissan;Nao;NA;NA;NA;NA;NA
10161938786;2022-09-12T16:40:00Z;2023-07-04T16:56:00Z;2022-09-20T15:30:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Maturação; Desinteresse/Declinou; Timing";NA;SONDA;HONDA;Software de computador;Agendamento_Aceito;HONDA;Nao;NA;NA;NA;NA;NA
10161251850;2022-09-12T16:06:00Z;2023-07-20T11:11:00Z;2022-10-25T15:49:00Z;2023-01-20T16:27:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Sumiu; Desinteresse/Declinou";NA;GAZIT;Gazin;NA;Proposta;Gazin;Nao;NA;NA;NA;NA;NA
10160287395;2022-09-12T12:24:00Z;2023-07-20T11:24:00Z;2022-09-19T11:43:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Financeiro;NA;DPASCHOAL;Dpaschoal;Automotivo;Agendamento_Aceito;Dpaschoal;Nao;NA;NA;NA;NA;NA
10117266732;2022-09-08T15:00:00Z;2023-07-20T11:10:00Z;2022-09-29T19:37:00Z;2023-01-20T16:27:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Financeiro;NA;TEUTO;Teuto;Farmacêutica;Diagnostico;Teuto;Nao;NA;NA;NA;NA;NA
10067849484;2022-09-05T11:44:00Z;2023-07-20T11:59:00Z;2022-09-20T09:36:00Z;2022-10-03T11:38:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Financeiro; Não é ICP";NA;PORTOBELLO;Portobello;Materiais de construção;Agendamento_Aceito;Portobello - Pointer;Nao;NA;NA;NA;NA;NA
9942666548;2022-08-26T09:52:00Z;2023-05-25T22:36:00Z;2022-10-10T11:36:00Z;NA;Agendamentos (MQL);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PEPSICO;PepsiCo;Alimentos e bebidas;Agendamentos;PepsiCo;Nao;NA;NA;NA;NA;NA
9922745002;2022-08-24T16:55:00Z;2023-07-19T14:58:00Z;2022-10-03T17:41:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Financeiro; Timing";NA;FOCO ALUGUEL;Foco Aluguel de Carro;NA;Agendamento_Aceito;Foco Aluguel de Carro;Nao;NA;NA;NA;NA;NA
9910334978;2022-08-23T15:08:00Z;2023-07-19T15:07:00Z;2022-10-26T15:30:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Não é ICP;NA;GRUPO LÍDER;Grupo Líder;NA;Proposta;Grupo Líder;Nao;NA;NA;NA;NA;NA
9907461386;2022-08-23T11:32:00Z;2023-03-30T17:08:00Z;2022-08-23T14:47:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Não é ICP;NA;WE PINK;We Pink;NA;Agendamento_Aceito;We Pink;Nao;NA;NA;NA;NA;NA
9892494180;2022-08-22T08:28:00Z;2023-06-26T10:51:00Z;2023-04-12T15:00:00Z;NA;Proposta Enviada (SQL);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;JBS;JBS;Produção de alimentos;Proposta;JBS;Nao;NA;NA;NA;NA;NA
9892391035;2022-08-22T08:28:00Z;2023-04-03T09:31:00Z;2022-08-23T14:30:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Não é ICP;NA;BAYER PHARMACEUTICALS;Bayer Pharmaceuticals;Farmacêutica;Agendamento_Aceito;Bayer Pharmaceuticals;Nao;NA;NA;NA;NA;NA
9872374867;2022-08-19T17:03:00Z;2023-07-19T15:20:00Z;2023-03-20T09:30:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Desinteresse/Declinou; Timing";NA;PETZ; Petz - Retomada;NA;Diagnostico; Petz - Retomada;Nao;NA;NA;NA;NA;NA
9849094535;2022-08-17T14:05:00Z;2023-04-03T09:40:00Z;2022-10-11T09:40:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Maturação; Timing";NA;NATURA&CO;Natura&CO;Cosméticos;Diagnostico;Natura&CO;Nao;NA;NA;NA;NA;NA
9767065765;2022-08-09T09:24:00Z;2023-03-13T15:18:00Z;2022-09-13T09:29:00Z;2022-08-31T09:24:00Z;Negócio perdido;9142,10;NA;NA;NA;9142,10;9142,10;0,00;0,00;Desinteresse/Declinou;NA;DIGIO;Digio;Tecnologia da informação e serviços;Proposta;Digio - Upsell III;Nao;NA;NA;NA;NA;NA
9694270742;2022-08-03T23:52:00Z;2023-03-09T14:36:00Z;2022-10-04T15:03:00Z;2022-09-07T21:28:00Z;Cliente;404911,98;NA;NA;NA;404911,98;404911,98;404911,98;404911,98;NA;NA;MART MINAS;Mart Minas;Tecnologia da informação e serviços;Cliente;Mart Minas - Renovação 50%;Sim;03/08/22;05/08/22;19/08/22;24/08/22;07/09/22
9691251818;2022-08-03T14:24:00Z;2023-07-19T14:47:00Z;2022-08-11T14:31:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Timing; Saiu da Empresa; Não é ICP; Financeiro";NA;ZOOP;Zoop;Tecnologia da informação e serviços;Agendamento_Aceito;Zoop;Nao;NA;NA;NA;NA;NA
9671392000;2022-08-01T22:26:00Z;2023-04-03T09:32:00Z;2022-09-16T11:29:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Financeiro; Nós Declinamos";NA;GRUPO MULTITÉCNICA;Grupo Multitécnica;Produtos químicos;Agendamento_Aceito;Grupo Multitécnica;Nao;NA;NA;NA;NA;NA
9556284505;2022-07-21T15:29:00Z;2023-03-09T14:36:00Z;2022-08-02T16:28:00Z;2022-10-07T14:44:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Não é ICP;NA;ULTRAGAZ;Ultragaz;Petróleo e energia;Agendamento_Aceito;Ultragaz;Nao;NA;NA;NA;NA;NA
9554698256;2022-07-21T12:54:00Z;2023-03-09T14:36:00Z;2022-08-11T15:33:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Timing; Maturação";NA;GRUPO ONCOCLINICAS;Grupo Oncoclinicas;Hospital e cuidados de saúde;Agendamento_Aceito;Grupo Oncoclinicas;Nao;NA;NA;NA;NA;NA
9535985760;2022-07-19T17:08:00Z;2023-07-20T11:12:00Z;2022-07-22T14:27:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Financeiro; Timing";NA;WAP;WAP;Bens de consumo;Agendamento_Aceito;WAP;Nao;NA;NA;NA;NA;NA
9533639733;2022-07-19T11:37:00Z;2023-04-03T09:30:00Z;2022-07-26T09:00:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Sumiu; Nós Declinamos";NA;MOURA DUBEUX;Moura Dubeux;Construção;Agendamento_Aceito;Moura Dubeux;Nao;NA;NA;NA;NA;NA
9714001725;2022-07-15T11:49:00Z;2023-03-09T14:36:00Z;2022-08-12T09:00:00Z;2022-08-31T11:47:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Desinteresse/Declinou; Timing";NA;PRIME CURSOS;Prime Cursos II  Upsell;Software de computador;Proposta;Prime Cursos II  Upsell;Nao;NA;NA;NA;NA;NA
9492773640;2022-07-14T08:20:00Z;2023-03-09T14:36:00Z;2022-09-23T12:38:00Z;2022-10-19T18:30:00Z;Negócio perdido;622968,24;NA;NA;NA;622968,24;622968,24;0,00;0,00;Timing;NA;PAMPLONA ALIMENTOS;Pamplona Alimentos;Produção de alimentos;Proposta;Pamplona Alimentos;Nao;NA;NA;NA;NA;NA
9458850179;2022-07-11T11:43:00Z;2023-03-13T15:18:00Z;2022-08-11T09:00:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Saiu da Empresa; Sumiu";NA;RENAULT;Renault;Automotivo;Diagnostico;Renault;Nao;NA;NA;NA;NA;NA
9435779855;2022-07-08T15:22:00Z;2023-06-01T10:16:00Z;2022-08-30T15:10:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Financeiro;NA;MALLORY ELETROPORTÁTEIS;Mallory Eletroportáteis ;Eletrônicos de consumo;Diagnostico;Mallory Eletroportáteis ;Nao;NA;NA;NA;NA;NA
9434955293;2022-07-07T12:09:00Z;2023-07-13T09:41:00Z;2022-08-12T10:36:00Z;2022-07-31T12:03:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Nós Declinamos;NA;EMBELLEZE;Embelleze;Cosméticos;Diagnostico;Embelleze;Nao;NA;NA;NA;NA;NA
9342483878;2022-06-29T10:46:00Z;2023-03-13T15:16:00Z;2022-09-15T11:28:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Desinteresse/Declinou; Financeiro";NA;ALPER SEGUROS;Alper Seguros;Seguro;Diagnostico;Alper Seguros;Nao;NA;NA;NA;NA;NA
9335197262;2022-06-28T16:26:00Z;2023-03-09T14:36:00Z;2022-07-18T15:00:00Z;2022-08-10T13:41:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Fechou com Concorrente; Financeiro";NA;MOSAIC BRASIL;Mosaic Brasil;Produtos químicos;Diagnostico;Mosaic Brasil;Nao;NA;NA;NA;NA;NA
9335038859;2022-06-28T16:26:00Z;2023-03-09T14:36:00Z;2022-07-21T15:15:00Z;NA;Negociação;950000,00;NA;NA;NA;950000,00;950000,00;665000,00;665000,00;NA;NA;CENCOSUD;Cencosud;Varejo;Proposta;Cencosud;Nao;NA;NA;NA;NA;NA
9321003094;2022-06-27T15:25:00Z;2023-07-17T22:58:00Z;2022-10-03T17:40:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Maturação;NA;JACTO; Jacto;Maquinário;Diagnostico; Jacto;Nao;NA;NA;NA;NA;NA
9320851333;2022-06-27T15:17:00Z;2023-07-19T15:26:00Z;2023-05-02T10:23:00Z;2022-08-10T13:43:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Sumiu; Não é ICP";NA;MOTA SUPERMERCADOS;Sonda Supermercados;Varejo;Proposta;Sonda Supermercados;Nao;NA;NA;NA;NA;NA
9266863369;2022-06-21T18:39:00Z;2023-03-09T14:36:00Z;2022-07-15T16:00:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Desinteresse/Declinou; Sumiu";NA;LEITE DE;Leite de Rosas;Saúde, bem-estar e fitness;Diagnostico;Leite de Rosas;Nao;NA;NA;NA;NA;NA
9145229174;2022-06-09T18:22:00Z;2023-03-09T14:36:00Z;2022-06-22T10:46:00Z;2022-08-10T13:39:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Financeiro; Maturação";NA;AYUMI SUPERMERCADOS;Ayumi Supermercados;NA;Agendamento_Aceito;Ayumi Supermercados;Nao;NA;NA;NA;NA;NA
9142920225;2022-06-09T12:32:00Z;2023-07-19T15:09:00Z;2022-07-04T19:14:00Z;NA;Negócio perdido;510000,00;NA;NA;NA;510000,00;510000,00;0,00;0,00;"Fechou com Concorrente; Financeiro";NA;BOMBRIL;Bombril ;Produtos químicos;Proposta;Bombril ;Nao;NA;NA;NA;NA;NA
9134056239;2022-06-08T16:10:00Z;2023-06-22T11:12:00Z;2022-07-07T18:27:00Z;2022-08-09T16:18:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Financeiro;NA;ENXUTO SUPERMERCADOS; Enxuto Supermercados ;Varejo;Diagnostico; Enxuto Supermercados ;Nao;NA;NA;NA;NA;NA
9059767372;2022-05-31T16:06:00Z;2023-03-09T14:36:00Z;2022-06-24T11:09:00Z;2022-08-10T13:41:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Não é ICP;NA;ZENATUR;Zenatur;Logística e cadeia de suprimento;Diagnostico;Zenatur;Nao;NA;NA;NA;NA;NA
8947390720;2022-05-18T15:02:00Z;2023-07-19T14:43:00Z;2022-06-03T11:00:00Z;2022-06-06T11:16:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Financeiro; Não é ICP; Nós Declinamos";NA;CORDEIRO SUPERMERCADOS;Celeiro Supermercados;NA;Agendamento_Aceito;Celeiro Supermercados;Nao;NA;NA;NA;NA;NA
8938556759;2022-05-17T16:41:00Z;2023-04-03T09:42:00Z;2022-06-01T11:00:00Z;2022-05-31T16:41:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Sumiu;NA;BARRY CALLEBAUT;Barry Callebaut;Produção de alimentos;Agendamentos;Barry Callebaut;Nao;NA;NA;NA;NA;NA
8891831424;2022-05-12T12:46:00Z;2023-07-19T15:09:00Z;2022-05-19T16:13:00Z;2022-05-31T16:02:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Financeiro; Não é ICP";NA;PRIMA FOODS;Prima Foods ;Alimentos e bebidas;Agendamento_Aceito;Prima Foods ;Nao;NA;NA;NA;NA;NA
8860080758;2022-05-09T17:09:00Z;2023-03-09T14:37:00Z;2022-06-10T10:00:00Z;NA;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Financeiro; Não é ICP";NA;IQUAGAMI SUPERMERCADOS;Iquegami Supermercados;NA;Agendamento_Aceito;Iquegami Supermercados;Nao;NA;NA;NA;NA;NA
9185739073;2022-05-06T00:00:00Z;2023-05-12T10:13:00Z;2022-07-11T17:00:00Z;2022-11-11T11:34:00Z;Cliente;616536,00;NA;NA;NA;616536,00;616536,00;616536,00;616536,00;NA;NA;FARMADELIVERY;Farmadelivery II ;NA;Cliente;Farmadelivery II ;Sim;02/06/22;10/06/22;14/06/22;14/10/22;11/11/22
8785636688;2022-05-02T14:03:00Z;2023-03-09T14:37:00Z;2022-05-30T19:37:00Z;2023-02-09T10:04:00Z;Negócio perdido;720000,00;NA;NA;NA;720000,00;720000,00;0,00;0,00;Financeiro;NA;NK SEMENTES;NK Sementes (Syngenta) - Portal;Agricultura;Proposta;NK Sementes (Syngenta) - Portal;Nao;NA;NA;NA;NA;NA
8784596653;2022-05-02T11:54:00Z;2023-04-03T09:29:00Z;2022-06-30T08:57:00Z;2022-05-17T16:42:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Timing; Nós Declinamos";NA;VALMONT;Valmont;Maquinário;Agendamento_Aceito;Valmont;Nao;NA;NA;NA;NA;NA
8808339045;2022-05-02T00:00:00Z;2023-03-09T14:36:00Z;2022-06-30T17:51:00Z;2022-07-04T19:01:00Z;Cliente;217872,00;NA;NA;NA;217872,00;217872,00;217872,00;217872,00;NA;NA;NIMGENETICS;Nim Genetics;Biotecnologia;Cliente;Nim Genetics;Sim;02/05/22;09/05/22;16/05/22;08/06/22;30/06/22
8521807490;2022-04-05T11:03:00Z;2023-03-09T14:36:00Z;2022-04-07T15:25:00Z;2022-04-20T12:13:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Maturação;NA;GRUPO REDEBRASIL;Grupo Redebrasil;Serviços financeiros;Agendamento_Aceito;Grupo Redebrasil;Nao;NA;NA;NA;NA;NA
8444212021;2022-04-01T17:47:00Z;2023-03-09T14:36:00Z;2022-04-08T10:45:00Z;2022-04-20T12:19:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Financeiro; Não é ICP";NA;UNIPAR;Unipac;Ensino superior;Agendamento_Aceito;Unipac;Nao;NA;NA;NA;NA;NA
8437713017;2022-04-01T15:20:00Z;2023-03-09T14:36:00Z;2022-04-06T11:49:00Z;2022-04-06T11:49:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Financeiro; Não é ICP";NA;EUCATUR;EUCATUR;Transporte/caminhões/ferrovias;Agendamento_Aceito;EUCATUR;Nao;NA;NA;NA;NA;NA
8401843003;2022-03-30T08:12:00Z;2023-07-19T14:47:00Z;2022-04-20T17:28:00Z;2022-05-17T16:42:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Não é ICP;NA;CASTRILLON AUTOPEÇAS; Castrillon Autopeças;NA;Agendamento_Aceito; Castrillon Autopeças;Nao;NA;NA;NA;NA;NA
8391202363;2022-03-29T16:42:00Z;2023-03-09T14:36:00Z;2022-04-10T15:35:00Z;2022-04-10T15:16:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Timing; Maturação";NA;METALÚRGICA FEY;Metalúrgica Fey ;Engenharia mecânica ou industrial;Agendamento_Aceito;Metalúrgica Fey ;Nao;NA;NA;NA;NA;NA
8344505364;2022-03-24T11:56:00Z;2023-07-20T11:25:00Z;2022-04-01T16:00:00Z;2022-04-20T12:13:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Nós Declinamos; Não é ICP";NA;VETBR SAÚDE; VetBR Saúde Animal ;NA;Agendamento_Aceito; VetBR Saúde Animal ;Nao;NA;NA;NA;NA;NA
8343752003;2022-03-24T09:36:00Z;2023-07-19T15:38:00Z;2022-11-21T14:57:00Z;2022-05-31T15:59:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Fechou com Concorrente; Timing; Maturação";NA;AD'ORO;AD'ORO;Cosméticos;Agendamento_Aceito;AD'ORO;Nao;NA;NA;NA;NA;NA
8322344064;2022-03-23T11:39:00Z;2023-07-19T15:20:00Z;2022-07-08T18:02:00Z;2022-08-09T16:18:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Sumiu; Desinteresse/Declinou";NA;GRUPOSEMAR;Grupo Semar Supermercados;NA;Diagnostico;Grupo Semar Supermercados;Nao;NA;NA;NA;NA;NA
8304208765;2022-03-21T16:49:00Z;2023-07-19T14:50:00Z;2023-05-10T15:21:00Z;NA;Negócio perdido;307308,00;NA;NA;NA;307308,00;307308,00;0,00;0,00;"Timing; Desinteresse/Declinou; Maturação";NA;SAS PLATAFORMA;SAS Plataforma de Educação;NA;Proposta;SAS Plataforma de Educação;Nao;NA;NA;NA;NA;NA
8301515184;2022-03-21T12:03:00Z;2023-07-19T15:27:00Z;2022-03-28T14:05:00Z;2022-04-07T09:52:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Não é ICP; Nós Declinamos";NA;GRUPO PRINER;Grupo Priner;NA;Agendamento_Aceito;Grupo Priner;Nao;NA;NA;NA;NA;NA
8264520809;2022-03-18T17:35:00Z;2023-07-20T11:13:00Z;2022-04-04T16:00:00Z;2022-04-20T12:20:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Nós Declinamos; Não é ICP";NA;APSA;APSA;Imobiliária;Agendamento_Aceito;APSA;Nao;NA;NA;NA;NA;NA
8263921938;2022-03-18T16:58:00Z;2023-06-19T08:18:00Z;2022-07-14T11:38:00Z;2022-07-14T11:37:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Timing; Sumiu";NA;LUNELLI;Lunelli;Vestuário e moda;Agendamentos;Lunelli;Nao;NA;NA;NA;NA;NA
8253354841;2022-03-17T17:22:00Z;2023-03-09T14:37:00Z;2022-04-13T10:16:00Z;2022-06-13T08:50:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Sumiu; Timing";NA;PRODAP;Prodap;Bens de consumo;Agendamento_Aceito;Prodap;Nao;NA;NA;NA;NA;NA
8239766660;2022-03-16T10:16:00Z;2023-03-09T14:36:00Z;2022-03-23T14:43:00Z;2022-04-20T12:14:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Maturação; Não é ICP; Timing";NA;SHOPPING RECIFE;Shopping Recife;Varejo;Agendamento_Aceito;Shopping Recife;Nao;NA;NA;NA;NA;NA
8235144739;2022-03-15T22:01:00Z;2023-07-20T11:23:00Z;2022-08-10T08:00:00Z;2022-08-24T11:12:00Z;Proposta Enviada (SQL);445722,96;NA;NA;NA;445722,96;445722,96;222861,48;222861,48;NA;NA;PORTO ITAPOÁ; Porto Itapoá;Transporte/caminhões/ferrovias;Proposta; Porto Itapoá;Nao;NA;NA;NA;NA;NA
8242183344;2022-03-15T16:39:00Z;2023-03-09T14:36:00Z;2022-04-28T14:50:00Z;2022-07-04T16:22:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;"Timing; Não é ICP";NA;ALTERDATA SOFTWARE;Alterdata Software II;Software de computador;Proposta;Alterdata Software II;Nao;NA;NA;NA;NA;NA
8230722315;2022-03-15T11:50:00Z;2023-07-19T15:12:00Z;2022-09-06T12:25:00Z;2022-10-19T18:30:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Saiu da Empresa;NA;WISE SOLUÇÕES;Wiz Soluções;Serviços financeiros;Proposta;Wiz Soluções;Nao;NA;NA;NA;NA;NA
8230620996;2022-03-15T11:34:00Z;2023-06-26T10:50:00Z;2022-03-18T17:30:00Z;2022-04-20T12:17:00Z;Negócio perdido;NA;NA;NA;NA;NA;NA;NA;NA;Não é ICP;NA;VALEO; Vale;Automotivo;Agendamento_Aceito; Vale;Nao;NA;NA;NA;NA;NA
