Record ID;Nome do negócio;Data de criação;Data de fechamento;Etapa do negócio;Valor_x;Valor do contrato anual_x;Receita anual recorrente;Valor total do contrato;Valor previsto;Valor na moeda da empresa;Valor do negócio projetado na moeda local;Valor do negócio projetado;Motivo de fechamento perdido_x;Negocios_Criados;Pipeline;Agendamentos;Agendamento_Aceito;Diagnostico;Proposta;Cliente;Valor_y;Valor do contrato anual_y;Motivo de fechamento perdido_y;Nome da empresa;Setor
9694270742;MART MINAS;2022-08-03 23:52;2022-09-07 21:28;Cliente;404911.98;;;;404911.98;404911.98;404911.98;404911.98;;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Sim;404911.98;;;MART MINAS;Tecnologia da informação e serviços
9691251818;ZOOP;2022-08-03 14:24;;Negócio perdido;;;;;;;;;"Timing; Saiu da Empresa; Não é ICP; Financeiro";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Timing; Saiu da Empresa; Não é ICP; Financeiro";ZOOP;
9671392000;GRUPO MULTITÉCNICA;2022-08-01 22:26;;Negócio perdido;;;;;;;;;"Financeiro; Nós Declinamos";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Financeiro; Nós Declinamos";GRUPO MULTITÉCNICA;Produtos químicos
9556284505;ULTRAGAZ;2022-07-21 15:29;2022-10-07 14:44;Negócio perdido;;;;;;;;;Não é ICP;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Não é ICP;ULTRAGAZ;Petróleo e energia
9554698256;GRUPO ONCOCLINICAS;2022-07-21 12:54;;Negócio perdido;;;;;;;;;"Timing; Maturação";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Timing; Maturação";GRUPO ONCOCLINICAS;Hospital e cuidados de saúde
9535985760;WAP;2022-07-19 17:08;;Negócio perdido;;;;;;;;;"Financeiro; Timing";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Financeiro; Timing";WAP;Bens de consumo
9533639733;MOURA DUBEUX;2022-07-19 11:37;;Negócio perdido;;;;;;;;;"Sumiu; Nós Declinamos";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Sumiu; Nós Declinamos";MOURA DUBEUX;Construção
9714001725;PRIME CURSOS;2022-07-15 11:49;2022-08-31 11:47;Negócio perdido;;;;;;;;;"Desinteresse/Declinou; Timing";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Nao;;;"Desinteresse/Declinou; Timing";PRIME CURSOS;Software de computador
9492773640;PAMPLONA ALIMENTOS;2022-07-14 08:20;2022-10-19 18:30;Negócio perdido;622968.24;;;;622968.24;622968.24;0.0;0.0;Timing;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Nao;622968.24;;Timing;PAMPLONA ALIMENTOS;Produção de alimentos
9458850179;RENAULT;2022-07-11 11:43;;Negócio perdido;;;;;;;;;"Saiu da Empresa; Sumiu";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;"Saiu da Empresa; Sumiu";RENAULT;Automotivo
9435779855;MALLORY ELETROPORTÁTEIS;2022-07-08 15:22;;Negócio perdido;;;;;;;;;Financeiro;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;Financeiro;MALLORY ELETROPORTÁTEIS;Eletrônicos de consumo
9434955293;EMBELLEZE;2022-07-07 12:09;2022-07-31 12:03;Negócio perdido;;;;;;;;;Nós Declinamos;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;Nós Declinamos;EMBELLEZE;Cosméticos
9403380807;BRB -;2022-07-05 16:11;;Negócio perdido;;;;;;;;;"Maturação; Timing; Desinteresse/Declinou";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;"Maturação; Timing; Desinteresse/Declinou";BRF -;
9342483878;ALPER SEGUROS;2022-06-29 10:46;;Negócio perdido;;;;;;;;;"Desinteresse/Declinou; Financeiro";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;"Desinteresse/Declinou; Financeiro";ALPER SEGUROS;Seguro
9335197262;MOSAIC BRASIL;2022-06-28 16:26;2022-08-10 13:41;Negócio perdido;;;;;;;;;"Fechou com Concorrente; Financeiro";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;"Fechou com Concorrente; Financeiro";MOSAIC BRASIL;Produtos químicos
9335038859;CENCOSUD;2022-06-28 16:26;;Negociação;950000.0;;;;950000.0;950000.0;665000.0;665000.0;;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Nao;950000.0;;;CENCOSUD;
9321003094;JACTO;2022-06-27 15:25;;Negócio perdido;;;;;;;;;Maturação;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;Maturação;JACTO;Maquinário
9320851333;SONDA SUPERMERCADOS;2022-06-27 15:17;2022-08-10 13:43;Negócio perdido;;;;;;;;;"Sumiu; Não é ICP";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Nao;;;"Sumiu; Não é ICP";MOTA SUPERMERCADOS;
9266863369;LEITE DE;2022-06-21 18:39;;Negócio perdido;;;;;;;;;"Desinteresse/Declinou; Sumiu";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;"Desinteresse/Declinou; Sumiu";LEITE DE;Saúde, bem-estar e fitness
9145229174;AYUMI SUPERMERCADOS;2022-06-09 18:22;2022-08-10 13:39;Negócio perdido;;;;;;;;;"Financeiro; Maturação";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Financeiro; Maturação";AYUMI SUPERMERCADOS;
9142920225;BOMBRIL;2022-06-09 12:32;;Negócio perdido;510000.0;;;;510000.0;510000.0;0.0;0.0;"Fechou com Concorrente; Financeiro";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Nao;510000.0;;"Fechou com Concorrente; Financeiro";BOMBRIL;
9134056239;ENXUTO SUPERMERCADOS;2022-06-08 16:10;2022-08-09 16:18;Negócio perdido;;;;;;;;;Financeiro;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;Financeiro;ENXUTO SUPERMERCADOS;Varejo
9059767372;ZENATUR;2022-05-31 16:06;2022-08-10 13:41;Negócio perdido;;;;;;;;;Não é ICP;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;Não é ICP;ZENATUR;Logística e cadeia de suprimento
8947390720;CELEIRO SUPERMERCADOS;2022-05-18 15:02;2022-06-06 11:16;Negócio perdido;;;;;;;;;"Financeiro; Não é ICP; Nós Declinamos";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Financeiro; Não é ICP; Nós Declinamos";CORDEIRO SUPERMERCADOS;
8938556759;BARRY CALLEBAUT;2022-05-17 16:41;2022-05-31 16:41;Negócio perdido;;;;;;;;;Sumiu;Sim;Enterprise - Macfor Dealflow;Sim;Nao;Nao;Nao;Nao;;;Sumiu;BARRY CALLEBAUT;Produção de alimentos
8891831424;PRIMA FOODS;2022-05-12 12:46;2022-05-31 16:02;Negócio perdido;;;;;;;;;"Financeiro; Não é ICP";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Financeiro; Não é ICP";PRIMA FOODS;
8860080758;IQUEGAMI SUPERMERCADOS;2022-05-09 17:09;;Negócio perdido;;;;;;;;;"Financeiro; Não é ICP";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Financeiro; Não é ICP";IQUAGAMI SUPERMERCADOS;
9185739073;FARMADELIVERY II;2022-05-06 00:00;2022-11-11 11:34;Cliente;616536.0;;;;616536.0;616536.0;616536.0;616536.0;;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Sim;616536.0;;;FARMADELIVERY;
8785636688;NK SEMENTES;2022-05-02 14:03;2023-02-09 10:04;Negócio perdido;720000.0;;;;720000.0;720000.0;0.0;0.0;Financeiro;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Nao;720000.0;;Financeiro;NK SEMENTES;Agricultura
8784596653;VALMONT;2022-05-02 11:54;2022-05-17 16:42;Negócio perdido;;;;;;;;;"Timing; Nós Declinamos";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Timing; Nós Declinamos";VALMONT;Maquinário
8808339045;NIM GENETICS;2022-05-02 00:00;2022-07-04 19:01;Cliente;217872.0;;;;217872.0;217872.0;217872.0;217872.0;;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Sim;217872.0;;;NIMGENETICS;Biotecnologia
8525141673;ROCHA;2022-04-05 15:00;2022-05-31 15:57;Negócio perdido;;;;;;;;;Não é ICP;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Não é ICP;ROCA;Materiais de construção
8521807490;GRUPO REDEBRASIL;2022-04-05 11:03;2022-04-20 12:13;Negócio perdido;;;;;;;;;Maturação;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Maturação;GRUPO REDEBRASIL;Serviços financeiros
8509054492;LEÃO ALIMENTOS;2022-04-04 12:30;;Negócio perdido;;;;;;;;;"Saiu da Empresa; Timing; Desinteresse/Declinou";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Nao;;;"Saiu da Empresa; Timing; Desinteresse/Declinou";PLENA ALIMENTOS;Produção de alimentos
8444212021;UNIPAC;2022-04-01 17:47;2022-04-20 12:19;Negócio perdido;;;;;;;;;"Financeiro; Não é ICP";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Financeiro; Não é ICP";UNIPAR;Ensino superior
8437713017;EUCATUR;2022-04-01 15:20;2022-04-06 11:49;Negócio perdido;;;;;;;;;"Financeiro; Não é ICP";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Financeiro; Não é ICP";EUCATUR;Transporte/caminhões/ferrovias
8401843003;CASTRILLON AUTOPEÇAS;2022-03-30 08:12;2022-05-17 16:42;Negócio perdido;;;;;;;;;Não é ICP;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Não é ICP;CASTRILLON AUTOPEÇAS;
8391202363;METALÚRGICA FEY;2022-03-29 16:42;2022-04-10 15:16;Negócio perdido;;;;;;;;;"Timing; Maturação";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Timing; Maturação";METALÚRGICA FEY;Engenharia mecânica ou industrial
8344505364;VETBR SAÚDE;2022-03-24 11:56;2022-04-20 12:13;Negócio perdido;;;;;;;;;"Nós Declinamos; Não é ICP";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Nós Declinamos; Não é ICP";VETBR SAÚDE;
8343752003;AD'ORO;2022-03-24 09:36;2022-05-31 15:59;Negócio perdido;;;;;;;;;"Fechou com Concorrente; Timing; Maturação";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Fechou com Concorrente; Timing; Maturação";AD'ORO;
8322344064;GRUPO SEMAR;2022-03-23 11:39;2022-08-09 16:18;Negócio perdido;;;;;;;;;"Sumiu; Desinteresse/Declinou";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;"Sumiu; Desinteresse/Declinou";GRUPOSEMAR;
8304208765;SAS PLATAFORMA;2022-03-21 16:49;;Negócio perdido;307308.0;;;;307308.0;307308.0;0.0;0.0;"Timing; Desinteresse/Declinou; Maturação";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Nao;307308.0;;"Timing; Desinteresse/Declinou; Maturação";SAS PLATAFORMA;
8301515184;GRUPO PRINER;2022-03-21 12:03;2022-04-07 09:52;Negócio perdido;;;;;;;;;"Não é ICP; Nós Declinamos";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Não é ICP; Nós Declinamos";GRUPO PRINER;
8264520809;APSA;2022-03-18 17:35;2022-04-20 12:20;Negócio perdido;;;;;;;;;"Nós Declinamos; Não é ICP";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Nós Declinamos; Não é ICP";APSA;Imobiliária
8263921938;LUNELLI;2022-03-18 16:58;2022-07-14 11:37;Negócio perdido;;;;;;;;;"Timing; Sumiu";Sim;Enterprise - Macfor Dealflow;Sim;Nao;Nao;Nao;Nao;;;"Timing; Sumiu";LUNELLI;Vestuário e moda
8253354841;PRODAP;2022-03-17 17:22;2022-06-13 08:50;Negócio perdido;;;;;;;;;"Sumiu; Timing";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Sumiu; Timing";PRODAP;Bens de consumo
8239766660;SHOPPING RECIFE;2022-03-16 10:16;2022-04-20 12:14;Negócio perdido;;;;;;;;;"Maturação; Não é ICP; Timing";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Maturação; Não é ICP; Timing";SHOPPING RECIFE;Varejo
8235144739;PORTO ITAPOÁ;2022-03-15 22:01;2022-08-24 11:12;Proposta Enviada (SQL);445722.96;;;;445722.96;445722.96;222861.48;222861.48;;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Nao;445722.96;;;PORTO ITAPOÁ;Transporte/caminhões/ferrovias
8242183344;ALTERDATA SOFTWARE;2022-03-15 16:39;2022-07-04 16:22;Negócio perdido;;;;;;;;;"Timing; Não é ICP";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Nao;;;"Timing; Não é ICP";ALTERDATA SOFTWARE;Software de computador
8230722315;WIZ SOLUÇÕES;2022-03-15 11:50;2022-10-19 18:30;Negócio perdido;;;;;;;;;Saiu da Empresa;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Nao;;;Saiu da Empresa;WISE SOLUÇÕES;
8230620996;VALE;2022-03-15 11:34;2022-04-20 12:17;Negócio perdido;;;;;;;;;Não é ICP;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Não é ICP;VALEO;Automotivo
8218762164;MEDABIL;2022-03-14 11:21;2022-04-20 12:14;Negócio perdido;;;;;;;;;Não é ICP;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Não é ICP;MEDABIL;Construção
8218716681;FREITAS VAREJO;2022-03-14 10:55;2022-05-09 17:32;Negócio perdido;;;;;;;;;"Timing; Maturação";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Timing; Maturação";FREITAS VAREJO;
8195134813;HOSPITAL ERNESTO;2022-03-11 09:59;2022-05-09 15:35;Negócio perdido;;;;;;;;;"Não é ICP; Nós Declinamos";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Não é ICP; Nós Declinamos";HOSPITAL ERNESTO;Hospital e cuidados de saúde
8188477081;7COMM;2022-03-10 17:34;2022-07-01 16:36;Negócio perdido;;;;;;;;;"Não é ICP; Sumiu";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;"Não é ICP; Sumiu";7COMM;Tecnologia da informação e serviços
8184437058;DAKI;2022-03-10 10:56;2022-04-20 12:18;Negócio perdido;;;;;;;;;Maturação;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Maturação;DAKI;
8184436663;NBCUNIVERSAL;2022-03-10 10:54;2022-05-31 16:00;Negócio perdido;;;;;;;;;"Maturação; Timing";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Maturação; Timing";NBCUNIVERSAL;
8176898414;GRUPO OR;2022-03-09 13:43;2022-04-20 12:09;Negócio perdido;;;;;;;;;Nós Declinamos;Sim;Enterprise - Macfor Dealflow;Nao;Nao;Nao;Nao;Nao;;;Nós Declinamos;GRUPO GR;Segurança e investigações
8169055888;UNIDASUL;2022-03-08 18:23;2022-05-17 16:42;Negócio perdido;;;;;;;;;"Nós Declinamos; Financeiro";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Nós Declinamos; Financeiro";UNIDASUL;
8168954119;DEEZER;2022-03-08 17:08;2022-07-06 11:54;Cliente;636000.0;;;;636000.0;636000.0;636000.0;636000.0;;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Sim;636000.0;;;DEEZER;Software de computador
8165996143;LIBERTY SEGUROS;2022-03-08 11:00;2022-05-04 14:18;Negócio perdido;;;;;;;;;Financeiro;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Nao;;;Financeiro;LIBERTY SEGUROS;Seguro
8126020723;SCANSOURCE;2022-03-04 15:57;2022-05-17 16:42;Negócio perdido;;;;;;;;;"Não é ICP; Nós Declinamos; Financeiro";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Não é ICP; Nós Declinamos; Financeiro";SCANSOURCE;Hardware de computador
8105310560;LANGUIRU;2022-03-02 19:22;2022-04-07 10:07;Negócio perdido;;;;;;;;;"Não é ICP; Nós Declinamos";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Não é ICP; Nós Declinamos";LANGUIRU;
8102366235;LOPES CONSULTORIA;2022-03-02 13:30;2022-04-20 12:14;Negócio perdido;;;;;;;;;Não é ICP;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Não é ICP;LOPES CONSULTORIA;Imobiliária
7992981272;REDE GRAAL;2022-02-22 13:09;2022-07-19 18:00;Negócio perdido;;;;;;;;;"Desinteresse/Declinou; Sumiu";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Desinteresse/Declinou; Sumiu";REDE GRAAL;Restaurantes
7992382761;DONIZETE DISTRIBUIDORA;2022-02-22 11:31;2022-04-28 14:26;Negócio perdido;;;;;;;;;"Não é ICP; Sumiu; Nós Declinamos";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Não é ICP; Sumiu; Nós Declinamos";DONIZETE DISTRIBUIDORA;Logística e cadeia de suprimento
7941424019;UNICAMPO;2022-02-18 10:23;2022-03-30 14:39;Proposta Enviada (SQL);269234.28;;;;269234.28;269234.28;134617.14;134617.14;;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Nao;269234.28;;;UNICAMPO;Agricultura
7874288537;GRUPO BARCELOS;2022-02-10 11:19;2022-04-20 12:14;Negócio perdido;;;;;;;;;Não é ICP;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Não é ICP;GRUPO BARCELOS;Serviços jurídicos
7857425845;CNH INDUSTRIAL;2022-02-08 17:26;2022-05-04 14:18;Negócio perdido;;;;;;;;;Saiu da Empresa;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Saiu da Empresa;CNH INDUSTRIAL;
7846319660;CITROSUCO;2022-02-07 15:52;2022-07-14 12:07;Cliente;717721.2;;;;717721.2;717721.2;717721.2;717721.2;;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Sim;Sim;717721.2;;;CITROSUCO;Produção de alimentos
7845344878;BUONNY;2022-02-07 13:51;2022-04-20 12:24;Negócio perdido;;;;;;;;;Não é ICP;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Não é ICP;BUONNY;Segurança e investigações
7843495456;AB BRASIL;2022-02-07 12:02;2022-05-17 16:20;Negócio perdido;;;;;;;;;Desinteresse/Declinou;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;Desinteresse/Declinou;IRB BRASIL;Seguro
7797871203;KWS GROUP;2022-02-02 14:08;2022-08-10 13:40;Negócio perdido;;;;;;;;;"Timing; Desinteresse/Declinou; Maturação";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Timing; Desinteresse/Declinou; Maturação";KWS GROUP;Agricultura
7795634522;PIRELLI;2022-02-02 11:27;;Negócio perdido;;;;;;;;;"Maturação; Timing";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;"Maturação; Timing";PIRELLI;Automotivo
7789205783;ESPORTE CLUBE;2022-02-01 16:12;2022-03-03 10:43;Negócio perdido;;;;;;;;;Desinteresse/Declinou;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Desinteresse/Declinou;ESPORTE CLUBE;Esportes
7751609754;IC TRANSPORTES;2022-01-28 11:26;2022-04-07 10:16;Negócio perdido;;;;;;;;;"Não é ICP; Timing; Nós Declinamos";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Não é ICP; Timing; Nós Declinamos";IC TRANSPORTES;
7656709761;BLU LOGISTICS;2022-01-21 14:15;2022-04-20 12:15;Negócio perdido;;;;;;;;;Não é ICP;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Não é ICP;BLU LOGISTICS;
7464886900;BROTO;2022-01-10 13:27;2022-04-20 12:28;Negócio perdido;;;;;;;;;"Maturação; Timing";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;"Maturação; Timing";BROTO;
7315686716;BRADESCO SEGUROS;2021-12-22 10:05;2022-02-14 12:31;Negócio perdido;;;;;;;;;Sumiu;Sim;Enterprise - Macfor Dealflow;Sim;Nao;Nao;Nao;Nao;;;Sumiu;BRADESCO SEGUROS;Seguro
7274350383;SONDA;2021-12-17 11:33;2022-04-20 12:22;Negócio perdido;;;;;;;;;"Timing; Maturação";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Timing; Maturação";SONEDA;
7254907909;STOCCHE FORBES;2021-12-15 10:14;;Negócio perdido;;;;;;;;;Sumiu;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Sumiu;STOCCHE FORBES;Serviços jurídicos
7234053502;SAPORE;2021-12-13 11:46;2022-04-20 12:16;Negócio perdido;;;;;;;;;"Desinteresse/Declinou; Saiu da Empresa";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Desinteresse/Declinou; Saiu da Empresa";SAPORE;Restaurantes
7204413836;BSI;2021-12-09 15:08;;Negócio perdido;;;;;;;;;Não é ICP;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Não é ICP;BSI;Consultoria de gestão
7195219797;GOMES DA;2021-12-08 13:14;2022-05-31 15:57;Negócio perdido;;;;;;;;;"Sumiu; Maturação";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;"Sumiu; Maturação";GOMES DA;Alimentos e bebidas
7069468764;ARLA FOODS;2021-12-02 15:44;;Negócio perdido;;;;;;;;;Timing;Sim;Enterprise - Macfor Dealflow;Sim;Sim;Nao;Nao;Nao;;;Timing;DELA FOODS;
7058385200;NTT DATA;2021-12-01 17:51;2022-04-20 12:11;Negócio perdido;;;;;;;;;"Maturação; Timing";Sim;Enterprise - Macfor Dealflow;Sim;Sim;Sim;Nao;Nao;;;"Maturação; Timing";NTT DATA;Software de computador
